util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,score_1,score_2,score_3,score_4,inadimplente
0.17572759300000002,49.0,1,994.0,5000.0,4,0.0,1,0.0,0.0,w,530,d,936.0,0
0.047311582000000005,49.0,0,0.10092034300000001,5000.0,5,0.0,0,0.0,0.0,v,567,c,907.0,0
0.083880003,53.0,0,0.19964753300000002,7943.0,8,0.0,1,0.0,0.0,n,100,d,53.0,0
0.16318067,63.0,0,1.129227053,5000.0,12,0.0,1,0.0,1.0,f,176,c,176.0,0
0.36248381799999996,49.0,0,567.0,5000.0,4,0.0,0,0.0,0.0,r,375,d,375.0,0
0.16318067,49.0,0,0.7480719790000001,5000.0,9,0.0,2,0.0,3.0,h,799,c,493.0,0
0.072277109,34.0,0,0.025911708,2083.0,2,0.0,0,0.0,0.0,f,599,b,599.0,0
0.21286031,36.0,0,0.563752087,5000.0,10,0.0,2,0.0,1.0,o,356,d,356.0,0
0.040795358,49.0,0,0.801999355,3100.0,11,0.0,1,0.0,0.0,d,603,f,603.0,0
0.16318067,49.0,0,2.0,5000.0,4,0.0,0,0.0,0.0,o,337,d,337.0,0
1.046279103,47.0,1,1.104301274,5416.0,6,0.0,2,0.0,1.0,o,222,g,222.0,0
0.36459777,42.0,0,0.593899089,5000.0,7,0.0,3,0.0,0.0,k,228,d,228.0,0
0.170103002,36.0,0,0.138461538,7734.0,8,0.0,0,0.0,0.0,f,49,g,617.0,0
0.16318067,41.0,0,0.907538526,2400.0,6,0.0,1,0.0,0.0,t,580,g,580.0,0
0.055549312999999996,49.0,0,2177.0,5000.0,6,0.0,1,0.0,1.0,v,295,d,295.0,0
0.7864854059999999,49.0,0,0.291709578,5000.0,7,2.0,0,0.0,1.0,y,73,c,607.0,0
0.9999998999999999,55.0,0,0.156259612,3250.0,5,0.0,0,0.0,4.0,f,322,d,322.0,0
0.101430135,49.0,1,0.016196761,5000.0,9,0.0,0,0.0,0.0,e,534,d,631.0,0
0.025892468999999998,49.0,0,74.5,1.0,13,0.0,0,0.0,2.0,f,491,g,491.0,0
0.231692268,40.0,0,0.119660709,5000.0,7,0.0,0,0.0,0.0,f,459,f,459.0,0
0.114869499,35.0,0,103.0,5000.0,6,0.0,0,0.0,0.0,p,618,f,618.0,0
0.035489848,49.0,0,0.308438695,5000.0,9,0.0,1,0.0,0.0,p,118,b,118.0,0
0.311954668,61.0,0,0.269281443,5000.0,12,0.0,2,0.0,2.0,j,430,f,430.0,0
0.20808276,49.0,0,2826.0,5000.0,14,0.0,2,0.0,0.0,k,601,g,601.0,0
0.9999998999999999,50.0,2,1208.0,5000.0,4,0.0,1,0.0,0.0,u,386,b,386.0,0
0.593985244,63.0,0,0.332698534,5000.0,4,0.0,2,0.0,0.0,k,648,b,208.0,0
0.009025178,49.0,0,0.376836435,5000.0,4,0.0,1,0.0,2.0,k,358,g,358.0,0
0.08394524199999999,64.0,0,0.588073078,2900.0,6,0.0,1,0.0,0.0,h,31,g,120.0,0
0.125429152,55.0,0,0.476704659,5000.0,3,0.0,2,0.0,0.0,e,182,g,182.0,0
0.973339258,49.0,1,0.209961825,5500.0,11,0.0,0,0.0,1.0,f,730,g,730.0,0
0.9999998999999999,68.0,0,0.040493251,5000.0,0,0.0,0,0.0,0.0,f,131,d,129.0,0
0.732660667,49.0,2,0.14041952,9200.0,15,0.0,1,0.0,0.0,i,130,c,130.0,0
0.08131073700000001,49.0,0,0.165566887,3333.0,4,0.0,0,0.0,0.0,x,688,d,620.0,0
0.75264947,49.0,1,0.058322869000000006,7166.0,6,0.0,0,0.0,0.0,k,616,c,616.0,0
0.112321289,53.0,0,0.266909775,5000.0,9,0.0,1,0.0,5.0,d,649,b,282.0,0
0.0,49.0,0,0.007988921999999999,5000.0,9,0.0,0,0.0,0.0,n,552,f,211.0,0
0.09061488699999999,49.0,0,86.0,5000.0,5,0.0,0,0.0,0.0,o,42,d,503.0,0
0.034645112,65.0,0,0.125189985,5000.0,4,0.0,1,0.0,1.0,o,786,d,786.0,0
0.024670782000000002,49.0,0,392.0,5000.0,6,0.0,1,0.0,0.0,x,454,d,70.0,0
0.976531824,32.0,0,0.264078812,5000.0,6,0.0,0,0.0,2.0,f,513,f,513.0,0
0.16318067,43.0,1,0.009691169,5000.0,11,0.0,1,0.0,1.0,v,160,f,160.0,0
0.267541336,59.0,0,0.637607437,5700.0,13,0.0,2,0.0,1.0,f,422,c,422.0,0
0.010402205,49.0,0,0.09414051699999999,3600.0,6,0.0,1,0.0,0.0,w,83,f,83.0,0
0.9999998999999999,49.0,0,0.529548989,1285.0,3,0.0,1,0.0,0.0,f,302,c,573.0,0
0.181713732,57.0,0,0.130453416,11666.0,17,0.0,1,0.0,1.0,i,191,c,191.0,0
0.008099838,69.0,0,0.389895596,5000.0,3,0.0,1,0.0,0.0,h,359,f,164.0,0
0.909538698,49.0,1,0.5956539129999999,5000.0,16,0.0,1,0.0,1.0,h,656,d,656.0,0
0.6914884179999999,42.0,0,0.272721679,5000.0,11,0.0,1,0.0,1.0,f,95,d,95.0,0
0.14487840800000001,66.0,0,0.28446242,8900.0,9,0.0,1,0.0,0.0,d,229,g,229.0,0
0.16318067,56.0,1,942.0,5000.0,9,0.0,1,0.0,1.0,p,256,d,256.0,0
0.16318067,67.0,0,0.083799311,5000.0,13,0.0,1,0.0,0.0,e,39,d,396.0,0
0.271668778,46.0,1,0.282830201,15800.0,14,0.0,2,0.0,4.0,n,464,d,464.0,0
0.085152475,25.0,0,1005.0,0.0,5,0.0,0,0.0,0.0,f,163,d,163.0,0
0.897203427,68.0,0,0.7878030490000001,5000.0,8,0.0,2,0.0,0.0,d,588,f,588.0,0
0.16318067,66.0,0,0.04663391099999999,5000.0,2,0.0,0,0.0,1.0,h,722,d,367.0,0
0.0,37.0,0,0.184027338,5000.0,5,0.0,1,0.0,5.0,f,707,d,725.0,0
0.16318067,36.0,1,0.632794037,5500.0,10,0.0,2,0.0,0.0,x,197,g,197.0,0
0.067259209,49.0,1,0.168340507,2090.0,3,0.0,0,0.0,0.0,v,52,g,52.0,0
0.284236153,45.0,1,0.318890815,5000.0,9,0.0,1,0.0,2.0,p,191,g,191.0,0
0.16318067,62.0,0,0.24947116100000002,7090.0,15,0.0,0,0.0,0.0,x,211,g,211.0,0
0.16318067,41.0,0,0.40870635299999997,6500.0,9,0.0,1,0.0,2.0,f,785,f,785.0,0
0.0,49.0,0,0.193935355,5000.0,7,0.0,0,0.0,0.0,h,640,d,779.0,0
0.0,49.0,1,0.388320836,4400.0,4,0.0,2,0.0,1.0,i,462,g,764.0,0
0.053589282,87.0,0,0.001534331,5213.0,4,0.0,0,0.0,0.0,k,658,g,249.0,0
0.16318067,28.0,0,0.18970257399999998,4000.0,6,0.0,0,0.0,1.0,h,121,f,789.0,0
0.16318067,49.0,0,0.5722921910000001,1984.0,9,0.0,0,0.0,0.0,h,332,f,303.0,0
0.072318616,49.0,0,0.42641246200000005,5000.0,8,0.0,2,0.0,0.0,e,345,g,345.0,0
0.203959597,46.0,0,0.072914726,5000.0,6,0.0,1,0.0,2.0,t,717,c,717.0,0
0.36090757100000004,72.0,0,0.35667928600000004,5000.0,6,0.0,1,0.0,0.0,t,675,g,944.0,0
0.335737457,50.0,0,0.45722203,5773.0,9,0.0,1,0.0,1.0,w,739,d,385.0,0
0.635720859,49.0,1,0.21807127699999998,5000.0,27,0.0,3,0.0,0.0,j,436,d,436.0,0
0.0,58.0,0,8380.0,5000.0,20,0.0,5,0.0,0.0,n,353,g,353.0,0
0.7282181190000001,40.0,1,3878.0,5000.0,10,0.0,2,0.0,0.0,o,341,g,341.0,0
0.947264856,49.0,0,0.46717171700000004,5000.0,4,0.0,0,0.0,0.0,n,354,g,354.0,0
0.013916922,54.0,0,0.017655818,4700.0,7,0.0,0,0.0,2.0,o,105,g,105.0,0
0.026580302000000004,79.0,0,1063.0,5000.0,7,0.0,1,0.0,0.0,p,185,c,100.0,0
0.16318067,64.0,0,0.10151414199999999,5000.0,20,0.0,1,0.0,0.0,x,783,d,783.0,0
0.16318067,63.0,0,0.387956894,9000.0,6,0.0,2,0.0,0.0,f,508,d,928.0,0
0.186890655,54.0,0,0.655589124,3640.0,7,0.0,1,0.0,1.0,e,95,c,95.0,0
0.16318067,66.0,0,870.0,5000.0,12,0.0,0,0.0,0.0,h,584,g,584.0,0
0.017043518,43.0,0,0.10821382,2300.0,6,0.0,0,0.0,1.0,n,29,d,29.0,0
0.029694361000000002,76.0,0,0.070513488,9600.0,7,0.0,0,0.0,2.0,g,569,f,569.0,0
0.305246317,49.0,0,0.188281635,5000.0,6,0.0,1,0.0,2.0,p,684,b,781.0,0
0.16318067,63.0,0,0.582162622,5000.0,8,0.0,2,0.0,1.0,x,248,d,186.0,0
0.16318067,58.0,1,668.0,5000.0,5,1.0,0,0.0,0.0,o,984,g,26.0,1
0.9999998999999999,42.0,1,0.113421853,5000.0,3,0.0,0,0.0,2.0,e,421,c,421.0,0
0.16318067,63.0,0,926.5,1.0,9,0.0,1,0.0,0.0,d,12,c,12.0,0
0.002556199,49.0,0,0.115826132,5000.0,17,0.0,0,0.0,2.0,j,62,f,62.0,0
0.16318067,46.0,1,1.206516118,5800.0,12,0.0,4,0.0,0.0,h,137,g,137.0,0
0.006666096999999999,27.0,0,0.000268637,5000.0,5,0.0,0,0.0,0.0,v,461,d,461.0,0
0.054553316,49.0,0,0.043259135,16666.0,13,0.0,0,0.0,0.0,e,42,g,42.0,0
0.011847989,49.0,0,1599.0,5000.0,12,0.0,1,0.0,0.0,p,206,g,175.0,0
0.030996074,49.0,0,0.131430952,5000.0,11,0.0,1,0.0,0.0,f,655,b,374.0,0
0.353017659,48.0,0,1.299736021,4166.0,17,0.0,1,0.0,1.0,r,304,c,773.0,0
0.03157211,39.0,0,0.644706486,3900.0,14,0.0,1,0.0,1.0,y,167,d,167.0,0
0.991502124,49.0,10,1.2979007,5000.0,11,0.0,3,0.0,1.0,v,534,g,534.0,1
0.9999998999999999,33.0,0,1786.0,5000.0,3,0.0,1,0.0,0.0,i,170,g,543.0,0
0.9999998999999999,79.0,0,0.130140954,5178.0,6,0.0,1,0.0,0.0,o,257,g,416.0,0
0.212464485,58.0,0,0.518991188,5000.0,10,0.0,1,0.0,1.0,i,224,d,224.0,0
0.50329934,55.0,0,0.45405746799999996,5000.0,5,0.0,2,0.0,0.0,o,559,d,559.0,0
0.799981673,49.0,3,0.671076012,5064.0,19,0.0,3,1.0,0.0,o,445,c,445.0,0
0.16318067,49.0,0,0.11400478300000001,3762.0,7,0.0,0,0.0,0.0,h,645,c,645.0,0
0.067901335,49.0,0,0.065493451,5000.0,5,0.0,1,0.0,0.0,h,771,d,72.0,0
0.0,49.0,0,0.177007047,7236.0,5,0.0,1,0.0,3.0,e,403,f,403.0,0
0.57985084,42.0,0,0.594224361,2700.0,8,0.0,0,0.0,0.0,w,539,g,543.0,0
0.16318067,49.0,0,0.558762411,4330.0,4,0.0,1,0.0,0.0,w,46,d,46.0,0
0.640927271,49.0,4,0.52409692,5000.0,17,0.0,2,0.0,3.0,g,303,c,303.0,0
0.0,27.0,2,0.229139073,2264.0,5,0.0,0,1.0,0.0,v,723,c,723.0,0
0.067512585,43.0,0,0.44723563,9115.0,4,0.0,2,0.0,0.0,h,415,g,415.0,0
0.38480769,49.0,0,0.533099636,5000.0,5,0.0,1,0.0,3.0,k,282,b,447.0,0
0.9999998999999999,49.0,0,0.0,5000.0,3,0.0,0,0.0,0.0,g,690,f,690.0,0
0.16318067,49.0,0,0.34706616700000004,800.0,4,0.0,0,0.0,0.0,h,513,d,513.0,0
0.16318067,56.0,0,7.0,5000.0,1,0.0,0,0.0,0.0,h,391,b,391.0,0
0.28947053899999997,44.0,0,0.48256140000000003,8916.0,17,0.0,2,0.0,1.0,n,418,g,418.0,0
0.16318067,58.0,2,0.287187752,6204.0,19,0.0,1,0.0,0.0,f,391,c,391.0,0
0.01255887,62.0,0,0.044762033,7416.0,5,0.0,0,0.0,0.0,o,624,c,624.0,0
0.640058527,39.0,0,0.055984556,5000.0,9,0.0,0,0.0,2.0,l,873,d,998.0,1
0.16318067,35.0,0,0.300839136,5000.0,8,0.0,2,0.0,1.0,h,621,d,621.0,0
0.9543957000000001,45.0,2,0.4842141,5000.0,10,0.0,1,0.0,1.0,f,608,f,698.0,0
0.16318067,27.0,0,0.881825173,5000.0,6,0.0,1,0.0,1.0,o,222,d,222.0,0
0.152250785,49.0,0,0.030774357999999998,9000.0,3,0.0,0,0.0,0.0,h,378,d,378.0,0
0.57073821,39.0,0,1314.0,5000.0,5,2.0,2,0.0,0.0,d,80,d,80.0,0
0.16318067,75.0,0,0.5274314210000001,5000.0,4,0.0,1,0.0,0.0,h,534,b,427.0,0
0.486651335,49.0,0,0.324741695,9000.0,10,0.0,2,0.0,0.0,g,436,c,436.0,0
0.339503567,89.0,1,0.549380248,2500.0,9,3.0,0,1.0,0.0,y,198,d,198.0,0
0.064835195,56.0,2,0.197624587,5000.0,10,0.0,1,0.0,0.0,a,746,g,84.0,0
0.008684579,75.0,0,0.0013269,5000.0,5,0.0,0,0.0,0.0,f,306,b,306.0,0
0.000309046,49.0,0,562.0,5000.0,10,0.0,1,0.0,0.0,d,616,c,567.0,0
0.16318067,61.0,0,0.368063194,10000.0,10,0.0,1,0.0,1.0,n,503,b,503.0,0
0.768537191,46.0,0,2568.0,5000.0,5,0.0,0,0.0,0.0,o,647,b,950.0,0
0.25081831600000004,36.0,0,0.24014398399999998,5000.0,6,0.0,2,0.0,0.0,i,172,g,172.0,0
0.16318067,49.0,0,0.454103343,5000.0,6,0.0,1,0.0,1.0,d,757,f,757.0,0
0.387065977,51.0,0,0.35087418600000003,5000.0,12,0.0,1,0.0,1.0,o,419,d,548.0,0
0.9963016509999999,39.0,2,0.306101912,5000.0,17,0.0,0,0.0,1.0,q,237,d,237.0,0
0.16318067,49.0,0,0.201025979,5000.0,6,0.0,3,0.0,4.0,h,551,d,551.0,0
0.15574221300000002,39.0,0,723.0,5000.0,13,0.0,0,0.0,2.0,i,390,d,390.0,0
0.211206477,44.0,1,0.2138395,2080.0,13,1.0,0,0.0,0.0,o,20,d,391.0,0
0.063688754,41.0,0,0.26687668800000003,6665.0,8,0.0,0,0.0,1.0,i,185,d,652.0,0
0.16318067,32.0,1,0.191649336,6250.0,10,0.0,0,0.0,2.0,n,427,g,427.0,0
0.531963331,64.0,2,0.480082158,5000.0,19,0.0,3,0.0,1.0,g,264,g,237.0,1
0.16318067,30.0,0,1581.0,5000.0,6,0.0,1,0.0,0.0,p,539,d,591.0,0
0.9999998999999999,49.0,0,2866.0,0.0,2,0.0,2,0.0,0.0,i,639,d,639.0,0
0.10469376300000001,36.0,0,0.297372704,4300.0,8,0.0,1,0.0,1.0,f,53,c,53.0,0
0.883182488,49.0,0,0.18373694699999998,5000.0,18,0.0,0,0.0,2.0,o,208,c,208.0,0
0.16318067,28.0,0,0.17997517600000001,5000.0,7,0.0,0,0.0,0.0,o,655,b,655.0,0
0.16318067,49.0,0,2719.0,5000.0,5,0.0,1,0.0,0.0,f,22,d,1.0,0
0.16318067,49.0,0,0.337622356,5000.0,16,0.0,2,0.0,0.0,o,831,c,831.0,1
0.010350125,49.0,0,0.258589038,5000.0,6,0.0,1,0.0,1.0,o,572,d,572.0,0
0.16318067,69.0,0,0.15661446199999998,3000.0,6,0.0,0,0.0,0.0,x,162,g,162.0,0
1.011332794,49.0,0,10.80049875,5000.0,8,0.0,1,0.0,2.0,x,555,g,555.0,0
0.06677885900000001,49.0,0,84.0,5000.0,7,0.0,0,0.0,0.0,f,628,f,854.0,0
0.281115558,49.0,0,0.16218618099999998,5000.0,10,0.0,0,0.0,1.0,e,589,c,589.0,0
0.133688867,49.0,0,0.09352218300000001,5000.0,7,0.0,0,0.0,2.0,h,567,c,567.0,0
0.321457844,46.0,2,1434.0,5000.0,6,0.0,1,0.0,0.0,q,763,g,763.0,0
0.8271510129999999,56.0,1,0.21997471600000001,5000.0,8,0.0,0,0.0,1.0,h,2,c,2.0,0
0.9999998999999999,49.0,0,8.0,5000.0,2,0.0,0,0.0,0.0,u,735,g,2.0,0
0.0382584,68.0,0,0.009831695,6000.0,12,0.0,0,0.0,0.0,s,279,c,279.0,0
0.16318067,65.0,0,0.325335893,5000.0,6,0.0,0,0.0,0.0,h,165,f,165.0,0
0.004595129,52.0,0,0.39095856,7166.0,7,0.0,1,0.0,0.0,f,98,c,73.0,0
0.12136536,34.0,0,3300.0,5000.0,5,0.0,2,0.0,0.0,g,460,c,460.0,0
0.180162143,40.0,0,0.448326668,9501.0,15,0.0,2,0.0,1.0,h,736,d,736.0,0
0.099724251,80.0,0,0.008908281,5000.0,3,0.0,0,0.0,0.0,j,238,f,247.0,0
0.16318067,68.0,0,48.0,5000.0,6,0.0,0,0.0,0.0,v,108,b,192.0,0
0.175434349,49.0,0,0.149077983,5000.0,9,0.0,0,0.0,0.0,p,756,g,723.0,0
0.16318067,49.0,0,0.115171335,5000.0,8,0.0,1,0.0,0.0,f,345,g,312.0,0
0.083426677,49.0,0,0.037871034,5000.0,7,0.0,0,0.0,2.0,n,8,d,8.0,0
0.529411765,26.0,1,0.017052375,5000.0,1,0.0,0,0.0,0.0,f,361,b,848.0,0
0.07953842,53.0,0,2958.0,5000.0,9,0.0,1,0.0,2.0,k,375,d,375.0,0
0.003938695,75.0,0,0.19994921899999998,5000.0,11,0.0,2,0.0,0.0,q,352,d,737.0,0
0.16318067,49.0,0,0.182363527,3333.0,13,0.0,0,0.0,0.0,f,155,c,155.0,0
0.16318067,62.0,0,0.42767496299999996,5000.0,9,0.0,4,0.0,0.0,q,490,c,490.0,0
0.16318067,49.0,2,0.19006230300000002,13000.0,7,0.0,1,0.0,0.0,h,614,f,614.0,0
0.16318067,49.0,0,0.00019996,5000.0,10,0.0,0,0.0,0.0,n,485,f,485.0,0
0.16318067,49.0,0,0.5851222420000001,6707.0,21,0.0,1,0.0,3.0,h,272,g,866.0,0
0.292159285,78.0,0,605.0,5000.0,5,0.0,0,0.0,0.0,p,429,d,429.0,0
0.16318067,41.0,1,0.408475574,5000.0,4,0.0,0,0.0,1.0,h,167,g,932.0,0
0.410946459,56.0,0,0.712194056,5000.0,16,0.0,1,0.0,0.0,o,464,d,464.0,0
0.16318067,36.0,0,0.23072116,8000.0,28,0.0,0,0.0,0.0,w,240,c,620.0,0
0.060867801,50.0,1,3074.0,5000.0,15,0.0,1,0.0,0.0,i,466,g,466.0,0
0.073191767,49.0,0,0.020708083000000002,4490.0,4,0.0,0,0.0,0.0,o,746,f,746.0,0
0.987668722,39.0,5,0.6912791859999999,5000.0,14,0.0,2,0.0,2.0,v,469,d,922.0,0
0.16318067,49.0,0,1321.0,5000.0,9,0.0,1,0.0,0.0,k,258,g,258.0,0
0.16318067,24.0,0,0.010079194,4166.0,3,0.0,0,0.0,0.0,x,232,f,550.0,0
0.471803323,60.0,0,0.365787835,9633.0,12,0.0,1,0.0,1.0,f,70,f,267.0,0
0.077358439,49.0,0,0.32426757300000003,5000.0,10,0.0,2,0.0,0.0,f,438,d,357.0,0
0.0,49.0,0,0.44187375,3500.0,5,0.0,1,0.0,2.0,i,867,d,13.0,1
0.07237774400000001,48.0,0,0.399050079,12000.0,9,0.0,2,0.0,0.0,k,395,d,804.0,0
0.16318067,38.0,1,0.181233062,2951.0,4,0.0,0,0.0,0.0,h,120,b,120.0,0
0.015293506,50.0,0,0.372513562,5000.0,13,0.0,0,0.0,0.0,p,501,d,501.0,0
0.16318067,49.0,0,0.342354782,5000.0,14,1.0,2,0.0,0.0,o,322,f,322.0,0
0.134374585,63.0,0,111.0,5000.0,2,0.0,0,0.0,0.0,k,539,g,461.0,0
0.682708972,41.0,4,0.38708711,5000.0,8,0.0,4,0.0,1.0,x,200,c,200.0,0
0.053596215,86.0,0,68.0,5000.0,6,0.0,0,0.0,1.0,g,761,d,857.0,0
0.16318067,30.0,0,0.264841895,5000.0,9,0.0,2,0.0,1.0,e,515,f,570.0,0
0.524915836,32.0,0,969.0,5000.0,6,0.0,0,0.0,0.0,g,34,g,34.0,0
0.16318067,49.0,0,0.34467983799999996,5000.0,6,0.0,2,0.0,0.0,h,314,c,314.0,0
0.0018765939999999999,79.0,0,0.01332778,5000.0,10,0.0,0,0.0,0.0,c,91,f,180.0,0
0.235225157,37.0,0,0.33503665899999996,5000.0,5,0.0,1,0.0,1.0,h,50,c,645.0,0
0.0,49.0,0,779.0,5000.0,6,0.0,1,0.0,0.0,n,232,d,232.0,0
0.0,49.0,0,852.0,5000.0,3,0.0,0,0.0,0.0,n,65,c,65.0,0
0.06409786099999999,56.0,0,1387.0,5000.0,11,0.0,1,0.0,0.0,b,109,d,109.0,0
0.157137145,59.0,0,0.26491169600000003,5000.0,8,0.0,0,0.0,1.0,e,78,d,78.0,0
0.835311508,49.0,1,0.332527053,5000.0,9,0.0,1,0.0,0.0,f,634,b,634.0,0
0.16318067,49.0,0,64.0,5000.0,2,0.0,0,0.0,0.0,k,765,d,765.0,0
0.047294357,57.0,0,0.447142596,5476.0,14,0.0,1,0.0,0.0,q,432,g,438.0,0
0.009654537,73.0,0,0.122830656,18553.0,6,0.0,1,0.0,1.0,d,792,g,792.0,0
0.173784093,55.0,0,0.19614248899999998,15916.0,14,0.0,3,0.0,0.0,x,22,g,22.0,0
0.457154579,50.0,0,0.10342511800000001,5000.0,7,0.0,0,0.0,2.0,y,765,b,765.0,0
0.11946064699999999,34.0,0,0.32224953,5000.0,5,0.0,1,0.0,0.0,o,268,b,268.0,0
0.6072056220000001,49.0,0,4627.0,5000.0,15,0.0,1,0.0,0.0,f,373,d,373.0,0
0.128419662,59.0,0,0.22643396100000002,11000.0,10,0.0,1,0.0,0.0,v,683,g,683.0,0
0.086492476,64.0,0,0.074734316,5833.0,8,0.0,1,0.0,1.0,h,524,b,524.0,0
0.035754761,49.0,0,0.00829363,5000.0,5,0.0,0,0.0,1.0,v,683,c,19.0,0
0.16318067,49.0,0,0.20716467600000002,5000.0,10,0.0,1,0.0,0.0,c,304,d,666.0,0
0.16318067,49.0,0,0.008456176,5000.0,3,0.0,0,0.0,3.0,f,473,g,473.0,0
0.22305596600000002,49.0,0,0.430297475,12000.0,13,0.0,2,0.0,3.0,i,748,b,938.0,0
0.606025418,49.0,3,0.375647341,5000.0,10,0.0,2,0.0,2.0,o,12,c,123.0,0
0.165720783,49.0,0,0.311916978,5000.0,10,0.0,1,0.0,0.0,t,399,b,399.0,0
0.16318067,31.0,1,0.283571758,4333.0,20,0.0,0,0.0,0.0,h,114,c,114.0,0
0.16318067,54.0,0,0.528381219,2853.0,7,0.0,1,0.0,0.0,w,366,b,366.0,0
0.3882572,49.0,0,1.112942122,5000.0,13,0.0,4,0.0,1.0,o,727,b,785.0,0
0.037379559,37.0,0,0.333851794,9000.0,11,0.0,2,0.0,0.0,n,226,d,226.0,0
0.16318067,49.0,0,0.194963754,2620.0,3,0.0,0,0.0,0.0,w,85,g,85.0,0
0.16318067,51.0,0,0.226213976,10131.0,4,0.0,2,0.0,3.0,p,124,d,107.0,0
0.197440895,49.0,0,777.0,5000.0,3,0.0,1,0.0,0.0,n,190,g,190.0,0
0.16318067,24.0,0,0.069040925,5000.0,11,0.0,0,0.0,0.0,f,19,d,19.0,0
0.16318067,74.0,0,1184.0,5000.0,8,0.0,1,0.0,0.0,i,18,f,18.0,0
0.127159603,49.0,0,0.454098361,5489.0,20,0.0,4,0.0,0.0,w,485,f,510.0,0
